Á¾¸ñÄÚµå,Á¾¸ñ¸í,½ÃÀå±¸ºÐ,¼Ò¼ÓºÎ,Á¾°¡,´ëºñ,µî¶ô·ü,½Ã°¡,°í°¡,Àú°¡,°Å·¡·®,°Å·¡´ë±Ý,½Ã°¡ÃÑ¾×,»óÀåÁÖ½Ä¼ö
"289080","SVÀÎº£½ºÆ®¸ÕÆ®","KOSDAQ","Áß°ß±â¾÷ºÎ","3935","50","1.29","3875","3955","3865","541662","2118082190","209475790000","53234000"
"084870","TBH±Û·Î¹ú","KOSPI",,"2955","-195","-6.19","3130","3150","2850","638602","1898083135","61631900145","20856819"
"002710","TCC½ºÆ¿","KOSPI",,"8300","470","6.00","7830","8430","7790","1473696","11982530510","195050000000","23500000"
"089230","THE E&M","KOSDAQ","Áß°ß±â¾÷ºÎ","908","-7","-0.77","915","924","907","998569","914250880","157492773428","173450191"
"161570","THE MIDONG","KOSDAQ","Áß°ß±â¾÷ºÎ","1590","-10","-0.63","1585","1600","1570","111871","177039430","24776699700","15582830"
"192410","THQ","KOSDAQ","Áß°ß±â¾÷ºÎ","3005","-5","-0.17","2990","3100","2975","62178","186306370","86934346495","28929899"
"032540","TJ¹Ìµð¾î","KOSDAQ","Áß°ß±â¾÷ºÎ","5180","270","5.50","4920","5550","4865","1888113","9931168020","72165734620","13931609"
"048770","TPC","KOSDAQ","Áß°ß±â¾÷ºÎ","4330","-5","-0.12","4400","4400","4260","53787","232017860","63969566760","14773572"
"246690","TSÀÎº£½ºÆ®¸ÕÆ®","KOSDAQ","Áß°ß±â¾÷ºÎ","3310","50","1.53","3260","3325","3245","214835","708275435","129506659490","39125879"
"317240","TSÆ®¸±¸®¿Â","KOSDAQ","º¥Ã³±â¾÷ºÎ","1120","0","0.00","1125","1125","1105","63730","70828960","102014139360","91084053"
"002900","TYM","KOSPI",,"2230","65","3.00","2165","2240","2165","2943367","6517861025","315243379120","141364744"
"038340","UCI","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","445","0","0.00","0","0","0","0","0","16641828315","37397367"
"073570","WI","KOSDAQ","Áß°ß±â¾÷ºÎ","1980","-15","-0.75","2005","2010","1965","1396020","2772934765","160191648540","80904873"
"024070","WISCOM","KOSPI",,"4160","5","0.12","4140","4210","4130","34451","143061955","63757982080","15326438"
"057030","YBM³Ý","KOSDAQ","Áß°ß±â¾÷ºÎ","7460","130","1.77","7290","7470","7290","109036","807077620","121692719620","16312697"
"037270","YG PLUS","KOSPI",,"7750","-170","-2.15","7830","7930","7720","768585","5992277230","491577927500","63429410"
"040300","YTN","KOSDAQ","Áß°ß±â¾÷ºÎ","3635","15","0.41","3620","3640","3585","25361","91584515","152670000000","42000000"
"051390","YW","KOSDAQ","Áß°ß±â¾÷ºÎ","4485","-5","-0.11","4490","4535","4455","44470","199171330","50928825480","11355368"
"052220","iMBC","KOSDAQ","Áß°ß±â¾÷ºÎ","4500","20","0.45","4480","4555","4380","476965","2138691965","103500000000","23000000"
"079940","°¡ºñ¾Æ","KOSDAQ","¿ì·®±â¾÷ºÎ","14150","350","2.54","13900","14150","13500","112063","1562887850","191529928600","13535684"
"078890","°¡¿Â¹Ìµð¾î","KOSDAQ","¿ì·®±â¾÷ºÎ","16300","0","0.00","16300","16400","15850","526668","8456628250","258386719800","15851946"
"000500","°¡¿ÂÀü¼±","KOSPI",,"30400","-350","-1.14","30750","30750","30050","16926","513948400","126474548800","4160347"
"036620","°¨¼ºÄÚÆÛ·¹ÀÌ¼Ç","KOSDAQ","Áß°ß±â¾÷ºÎ","1600","30","1.91","1575","1645","1540","683833","1092943545","120516635200","75322897"
"000860","°­³²Á¦ºñ½ºÄÚ","KOSPI",,"26800","-100","-0.37","26950","26950","26500","11742","313906000","174200000000","6500000"
"217730","°­½ºÅÛ¹ÙÀÌ¿ÀÅØ","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","5090","135","2.72","4955","5100","4955","442689","2232798795","130108991920","25561688"
"114190","°­¿ø","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","2500","0","0.00","0","0","0","0","0","45387277500","18154911"
"035250","°­¿ø·£µå","KOSPI",,"27950","250","0.90","27550","28200","27500","966757","27026656850","5979636975000","213940500"
"094480","°¶·°½Ã¾Æ¸Ó´ÏÆ®¸®","KOSDAQ","¿ì·®±â¾÷ºÎ","6360","-10","-0.16","6370","6400","6220","145875","920377040","249501769680","39229838"
"011420","°¶·°½Ã¾Æ¿¡½º¿¥","KOSPI",,"2500","110","4.60","2395","2645","2380","6712697","17120134990","68874110000","27549644"
"063080","°ÔÀÓºô","KOSDAQ","¿ì·®±â¾÷ºÎ","33350","500","1.52","32900","33500","32650","19603","649516850","219949653200","6595192"
"039240","°æ³²½ºÆ¿","KOSDAQ","¿ì·®±â¾÷ºÎ","7310","30","0.41","7170","7570","7120","6725918","49297727710","182750000000","25000000"
"053950","°æ³²Á¦¾à","KOSDAQ","Áß°ß±â¾÷ºÎ","6660","-10","-0.15","6630","6700","6620","65482","435843010","133530102900","20049565"
"223310","°æ³²Á¦¾àÇï½ºÄÉ¾î","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","3320","0","0.00","0","0","0","0","0","44267239920","13333506"
"002100","°æ³ó","KOSPI",,"14900","150","1.02","14800","14950","14600","48563","717627500","290886367500","19522575"
"009450","°æµ¿³ªºñ¿£","KOSPI",,"66600","-600","-0.89","67300","67500","66400","26894","1796874100","906075018000","13604730"
"267290","°æµ¿µµ½Ã°¡½º","KOSPI",,"22900","600","2.69","22300","22950","22300","13391","303934150","135004797400","5895406"
"012320","°æµ¿ÀÎº£½ºÆ®","KOSPI",,"37300","200","0.54","37500","37750","37100","3388","126677400","88215357900","2365023"
"011040","°æµ¿Á¦¾à","KOSDAQ","¿ì·®±â¾÷ºÎ","10950","100","0.92","10800","10950","10750","117220","1271804650","336917987700","30768766"
"000050","°æ¹æ","KOSPI",,"13700","50","0.37","13600","13750","13550","12161","165662650","375589199000","27415270"
"214390","°æº¸Á¦¾à","KOSPI",,"12150","100","0.83","12050","12150","11850","91610","1097756700","290468349000","23906860"
"012610","°æÀÎ¾çÇà","KOSPI",,"7000","40","0.57","7000","7020","6930","257792","1798955480","290824555000","41546365"
"009140","°æÀÎÀüÀÚ","KOSPI",,"29200","100","0.34","29100","29300","28400","6434","186004400","45867272400","1570797"
"024910","°æÃ¢»ê¾÷","KOSDAQ","Áß°ß±â¾÷ºÎ","2780","115","4.32","2665","2850","2635","286163","795542905","99576833900","35819005"
"013580","°è·æ°Ç¼³","KOSPI",,"43300","2050","4.97","41700","45000","40900","508778","22093829800","386708273100","8930907"
"012200","°è¾çÀü±â","KOSPI",,"4675","45","0.97","4625","4680","4590","117198","542332885","152405000000","32600000"
"012205","°è¾çÀü±â¿ì","KOSPI",,"8000","0","0.00","8020","8020","7960","1246","9930570","11200000000","1400000"
"002140","°í·Á»ê¾÷","KOSPI",,"3710","20","0.54","3735","3750","3650","111540","413891655","92525266750","24939425"
"198440","°í·Á½Ã¸àÆ®","KOSDAQ","¿ì·®±â¾÷ºÎ","4310","100","2.38","4210","4350","4160","530571","2271739690","137833627600","31979960"
"049720","°í·Á½Å¿ëÁ¤º¸","KOSDAQ","Áß°ß±â¾÷ºÎ","10600","-150","-1.40","10500","11000","10250","285082","3046403500","151580000000","14300000"
"010130","°í·Á¾Æ¿¬","KOSPI",,"521000","-11000","-2.07","529000","529000","517000","36680","19135153000","9831270000000","18870000"
"002240","°í·ÁÁ¦°­","KOSPI",,"27350","250","0.92","27150","27700","26800","63847","1748790900","629050000000","23000000"
"014570","°í·ÁÁ¦¾à","KOSDAQ","¿ì·®±â¾÷ºÎ","10050","110","1.11","9910","10150","9900","64070","640690030","110550000000","11000000"
"348150","°í¹ÙÀÌ¿À·¦","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","33100","1050","3.28","31900","33300","31450","188258","6156582650","534947073300","16161543"
"098460","°í¿µ","KOSDAQ","¿ì·®±â¾÷ºÎ","23150","600","2.66","22550","23200","22500","150370","3446729000","1589357578250","68654755"
"035290","°ñµå¾Ø¿¡½º","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","1305","0","0.00","0","0","0","0","0","47272202550","36223910"
"038530","°ñµåÆÛ½ÃÇÈ","KOSDAQ","Áß°ß±â¾÷ºÎ","1765","-65","-3.55","1900","1985","1670","65643472","117790080900","140115483395","79385543"
"900280","°ñµç¼¾Ãò¸®","KOSDAQ","¿Ü±¹±â¾÷(¼Ò¼ÓºÎ¾øÀ½)","460","4","0.88","453","465","448","1478408","673056492","81223851860","176573591"
"215000","°ñÇÁÁ¸","KOSDAQ","¿ì·®±â¾÷ºÎ","143000","1300","0.92","141700","145000","140500","58416","8366170800","897384345000","6275415"
"121440","°ñÇÁÁ¸´ºµòÈ¦µù½º","KOSDAQ","Áß°ß±â¾÷ºÎ","8830","40","0.46","8810","8870","8720","62321","549003990","378249102940","42836818"
"183410","°ñÇÁÁ¸µ¥Ä«","KONEX","ÀÏ¹Ý±â¾÷ºÎ","2755","0","0.00","2750","2755","2365","22","59115","11326248555","4111161"
"076340","°ü¾Ç»ê¾÷","KONEX","ÀÏ¹Ý±â¾÷ºÎ","7860","370","4.94","8300","8300","7500","3577","27210240","38289675600","4871460"
"009290","±¤µ¿Á¦¾à","KOSPI",,"8470","170","2.05","8290","8500","8260","156940","1318323980","444004607970","52420851"
"014200","±¤¸²","KOSDAQ","Áß°ß±â¾÷ºÎ","3975","90","2.32","3890","4085","3850","771828","3071453665","210365880150","52922234"
"017040","±¤¸íÀü±â","KOSPI",,"3160","255","8.78","2905","3320","2895","9541238","30232050620","136946863400","43337615"
"017900","±¤ÀüÀÚ","KOSPI",,"2855","115","4.20","2740","2860","2705","203644","573109530","165429443365","57943763"
"037710","±¤ÁÖ½Å¼¼°è","KOSPI",,"208500","1000","0.48","207000","212000","207000","5046","1058430500","333600000000","1600000"
"026910","±¤Áø½Ç¾÷","KOSDAQ","Áß°ß±â¾÷ºÎ","6110","-10","-0.16","6120","6200","6020","44852","274687830","39137024550","6405405"
"090150","±¤ÁøÀ©ÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","9400","-80","-0.84","9480","9710","9400","328899","3133915790","163168894200","17358393"
"355150","±³º¸10È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2215","10","0.45","2210","2220","2195","10070","22214965","11783800000","5320000"
"331520","±³º¸9È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2250","5","0.22","2250","2275","2230","16094","36121850","8730000000","3880000"
"030610","±³º¸Áõ±Ç","KOSPI",,"8510","-10","-0.12","8460","8520","8460","35037","297571580","550199548960","64653296"
"339770","±³ÃÌ¿¡ÇÁ¾Øºñ","KOSPI",,"19600","100","0.51","19550","19700","19250","136592","2663688750","489657784000","24982540"
"053270","±¸¿µÅ×Å©","KOSDAQ","Áß°ß±â¾÷ºÎ","3800","160","4.40","3870","4055","3720","6042727","23684994285","100297861200","26394174"
"007690","±¹µµÈ­ÇÐ","KOSPI",,"70300","4900","7.49","65400","71200","65100","139617","9715045300","408486304800","5810616"
"005320","±¹µ¿","KOSPI",,"2555","-30","-1.16","2585","2600","2510","1014930","2577833940","137832727515","53946273"
"001140","±¹º¸","KOSPI",,"1410","-10","-0.70","1430","1440","1370","760500","1065146250","86102412810","61065541"
"066620","±¹º¸µðÀÚÀÎ","KOSDAQ","¿ì·®±â¾÷ºÎ","20500","150","0.74","20450","20600","20150","18378","374439950","153750000000","7500000"
"043650","±¹¼ø´ç","KOSDAQ","¿ì·®±â¾÷ºÎ","9540","0","0.00","9610","9610","9360","111815","1061501330","170368220160","17858304"
"006050","±¹¿µÁö¾Ø¿¥","KOSDAQ","Áß°ß±â¾÷ºÎ","2270","20","0.89","2250","2305","2245","266403","605641145","79212201610","34895243"
"060480","±¹ÀÏ½Åµ¿","KOSDAQ","Áß°ß±â¾÷ºÎ","4340","55","1.28","4285","4340","4275","47972","206787350","48130600000","11090000"
"078130","±¹ÀÏÁ¦Áö","KOSDAQ","Áß°ß±â¾÷ºÎ","5390","100","1.89","5290","5420","5290","919628","4933248650","687858179470","127617473"
"307750","±¹Àü¾àÇ°","KOSDAQ","¿ì·®±â¾÷ºÎ","8100","80","1.00","8100","8320","8000","1734781","14092285950","397461078900","49069269"
"002720","±¹Á¦¾àÇ°","KOSPI",,"8350","170","2.08","8090","8350","7930","1045038","8504974870","160955351500","19276090"
"243870","±Â¼¾","KONEX","ÀÏ¹Ý±â¾÷ºÎ","18500","0","0.00","17800","18500","17800","31","559900","47800392500","2583805"
"204020","±×¸®Æ¼","KOSDAQ","Áß°ß±â¾÷ºÎ","3365","-30","-0.88","3395","3415","3345","41020","138473205","67796101950","20147430"
"083420","±×¸°ÄÉ¹ÌÄ®","KOSPI",,"11400","100","0.88","11650","11650","11250","118461","1346936250","273600000000","24000000"
"186230","±×¸°ÇÃ·¯½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","18200","200","1.11","18000","18250","17850","103825","1871464450","196927421600","10820188"
"014530","±Øµ¿À¯È­","KOSPI",,"4300","40","0.94","4250","4320","4250","68293","292453640","149938506000","34869420"
"900070","±Û·Î¹ú¿¡½º¿¥","KOSDAQ","¿Ü±¹±â¾÷(¼Ò¼ÓºÎ¾øÀ½)","1090","5","0.46","1085","1090","1045","1328218","1456141875","58580925120","53743968"
"204620","±Û·Î¹úÅØ½ºÇÁ¸®","KOSDAQ","Áß°ß±â¾÷ºÎ","3385","60","1.80","3315","3390","3315","83578","280933255","164973699035","48736691"
"019660","±Û·Îº»","KOSDAQ","Áß°ß±â¾÷ºÎ","3920","-65","-1.63","3990","4030","3900","200050","787542615","128436130480","32764319"
"014280","±Ý°­°ø¾÷","KOSPI",,"8510","10","0.12","8510","8620","8480","113104","966214790","249592828070","29329357"
"014285","±Ý°­°ø¾÷¿ì","KOSPI",,"14750","-200","-1.34","14750","14950","14750","11272","166651900","8700656250","589875"
